customer_id,age,monthly_income,daily_internet_hours,smartphone_usage_years,social_media_hours,online_payment_trust_score,tech_savvy_score,monthly_online_orders,monthly_store_visits,avg_online_spend,avg_store_spend,discount_sensitivity,return_frequency,avg_delivery_days,delivery_fee_sensitivity,free_return_importance,product_availability_online,impulse_buying_score,need_touch_feel_score,brand_loyalty_score,environmental_awareness,time_pressure_level,gender,city_tier,shopping_preference
815,18,228977,7.9,11,3.8,4,6,1,8,8337,94965,7,7,10,6,8,10,1,1,2,3,5,Other,Tier 1,Hybrid
816,67,199637,10.3,5,1.7,9,7,14,18,103802,51908,3,6,10,5,3,4,3,9,10,5,7,Male,Tier 1,Hybrid
817,52,74055,4.4,3,1.7,6,3,17,10,127194,47135,6,7,3,10,3,7,10,4,4,6,9,Other,Tier 3,Hybrid
818,41,73593,3.1,9,0.8,7,6,11,0,128854,136535,5,7,9,6,1,10,6,8,5,5,4,Male,Tier 1,Hybrid
819,37,82902,10.6,15,3.2,10,2,29,3,126648,127442,3,1,4,9,6,10,4,5,1,2,6,Male,Tier 2,Online
820,37,66246,4.2,8,0.8,6,4,3,6,45984,96473,10,4,7,8,9,2,4,7,8,6,1,Male,Tier 3,Hybrid
821,35,98478,8.5,11,4.9,5,2,1,11,46984,120203,7,10,9,2,10,9,8,9,1,10,3,Female,Tier 1,Hybrid
822,35,209260,2.0,14,3.2,9,6,12,5,36374,87241,9,7,7,1,6,10,9,7,8,9,8,Female,Tier 2,Hybrid
823,28,92466,6.2,6,3.2,5,9,20,10,111115,95844,6,10,5,3,9,3,5,10,2,2,7,Female,Tier 1,Hybrid
824,26,23280,10.6,1,1.1,5,6,20,7,61340,19570,4,3,2,6,6,2,4,1,6,6,8,Male,Tier 3,Hybrid
825,31,243180,6.9,3,4.2,5,5,9,16,138071,100918,7,10,10,8,3,8,4,7,8,8,5,Other,Tier 2,Hybrid
826,27,23337,2.0,14,3.2,3,6,9,6,18743,138342,4,3,9,2,3,4,2,3,4,10,3,Other,Tier 1,Hybrid
827,58,179839,7.7,1,2.4,1,2,16,7,109386,69284,8,3,4,9,8,6,1,9,3,8,7,Other,Tier 3,Hybrid
828,23,259089,2.5,3,5.4,8,8,10,8,95707,147835,5,8,3,7,3,10,1,6,3,10,2,Other,Tier 3,Hybrid
829,65,257803,4.9,11,3.4,2,7,1,17,48119,115721,2,8,3,2,8,4,4,8,4,10,10,Male,Tier 1,Store
830,38,115309,2.5,10,5.7,10,4,23,13,45377,26926,7,6,10,2,5,4,9,9,3,4,3,Female,Tier 3,Hybrid
831,41,148199,9.6,14,5.4,4,6,17,9,70434,110043,2,8,8,8,4,3,7,5,4,1,10,Female,Tier 2,Hybrid
832,34,281156,7.5,12,0.9,8,10,26,18,115527,1204,3,10,3,8,2,3,1,6,4,10,8,Other,Tier 2,Hybrid
833,64,78989,3.0,12,5.4,6,3,18,17,136538,64208,3,3,1,2,3,6,7,1,9,4,3,Male,Tier 1,Hybrid
834,34,276348,7.5,11,5.3,9,9,16,18,115416,92070,4,6,9,6,3,4,9,7,1,1,4,Male,Tier 2,Hybrid
835,37,143882,11.1,11,0.7,10,10,10,3,121142,17908,6,3,4,10,2,1,3,10,3,10,6,Other,Tier 1,Hybrid
836,23,178749,2.8,5,4.0,9,4,1,19,51967,1787,10,7,8,2,4,10,8,2,10,2,3,Female,Tier 1,Store
837,58,99131,8.9,2,1.4,2,8,13,14,37104,14525,2,10,2,2,2,7,7,2,3,3,1,Male,Tier 3,Hybrid
838,64,36733,5.6,12,2.2,9,8,29,7,52391,56622,1,5,10,4,7,7,6,4,9,1,3,Female,Tier 3,Hybrid
839,60,178054,9.4,2,1.1,5,3,3,2,75066,6453,9,7,9,3,6,1,10,6,3,3,10,Female,Tier 2,Hybrid
840,26,28973,10.2,10,1.3,6,6,23,12,17806,824,4,10,10,6,3,10,8,1,2,4,8,Male,Tier 1,Hybrid
841,35,120011,5.4,6,3.4,9,6,12,9,34666,56077,1,5,2,3,1,3,8,1,7,2,6,Other,Tier 1,Hybrid
842,48,141009,6.9,5,0.5,10,10,1,14,22880,113542,7,10,1,7,4,3,3,5,9,2,6,Female,Tier 2,Store
843,28,23972,3.1,12,5.2,1,4,1,3,4919,95707,7,8,10,8,6,7,5,10,2,6,8,Other,Tier 3,Hybrid
844,67,202469,4.8,7,5.1,4,5,15,3,36376,66324,8,7,1,2,1,9,1,2,9,2,1,Male,Tier 1,Hybrid
845,69,236306,6.9,2,2.8,5,2,15,5,111598,135839,1,9,1,9,2,6,8,2,3,10,1,Other,Tier 1,Hybrid
846,39,51877,5.8,4,3.1,7,8,3,7,14625,121596,4,6,2,1,5,6,9,5,8,5,4,Female,Tier 1,Hybrid
847,25,123050,0.8,10,2.7,6,9,27,16,93648,117631,7,7,10,5,8,1,4,2,9,1,6,Male,Tier 3,Hybrid
848,69,125049,7.5,3,5.0,8,5,26,13,103686,115006,3,2,6,10,2,9,4,3,8,1,1,Male,Tier 2,Hybrid
849,43,237476,5.4,5,5.8,10,1,24,2,31034,13758,8,10,8,8,2,5,1,1,5,10,4,Other,Tier 3,Online
850,22,161325,7.1,6,1.6,2,6,25,5,11587,67483,10,10,9,1,10,5,10,8,7,10,9,Female,Tier 3,Online
851,32,54140,2.8,10,2.7,2,7,12,19,146394,77207,2,7,7,2,3,4,8,5,1,8,8,Other,Tier 2,Hybrid
852,33,142315,10.1,13,2.1,3,4,23,16,76287,149519,2,10,8,1,2,5,3,7,3,1,4,Female,Tier 1,Hybrid
853,50,261561,9.9,9,5.1,2,2,13,1,42012,7690,5,2,9,2,4,6,10,10,9,10,9,Other,Tier 2,Hybrid
854,27,78697,1.5,8,5.8,9,9,20,18,76460,133726,1,2,9,7,5,5,9,3,3,2,8,Female,Tier 3,Hybrid
855,50,142231,7.1,8,5.8,6,8,29,0,141821,45739,1,1,5,9,1,7,8,6,8,2,3,Male,Tier 2,Online
856,54,64631,3.9,7,0.7,2,3,16,15,71387,43845,10,7,9,9,3,8,7,10,8,1,5,Male,Tier 3,Hybrid
857,40,140238,8.7,5,5.4,2,10,13,3,93458,112474,1,8,9,4,3,8,5,9,9,4,6,Other,Tier 2,Hybrid
858,40,76103,9.5,8,3.6,7,3,9,20,12340,111028,5,10,7,7,9,4,5,10,7,1,5,Female,Tier 3,Hybrid
859,37,99528,1.2,1,1.1,6,2,12,4,42392,93710,10,4,7,5,9,9,3,1,9,10,4,Female,Tier 3,Hybrid
860,43,299290,8.5,4,3.8,7,3,8,12,126204,40172,9,8,10,10,2,7,1,10,2,2,5,Male,Tier 1,Hybrid
861,25,150172,4.6,13,5.9,3,4,22,13,28801,61487,4,8,7,1,6,3,4,1,5,6,9,Other,Tier 1,Hybrid
862,43,194299,9.5,12,0.3,3,6,29,8,79690,130416,3,5,2,10,2,7,6,1,4,5,5,Male,Tier 3,Hybrid
863,44,230797,10.2,8,4.6,8,2,24,16,33733,68314,10,9,10,9,1,9,9,1,7,8,9,Male,Tier 1,Hybrid
864,35,61743,5.6,7,3.2,2,4,26,10,48920,103920,7,5,9,7,10,9,10,4,10,7,10,Other,Tier 2,Hybrid
865,37,285668,4.9,5,4.2,2,6,10,18,68976,82696,1,2,2,10,3,10,3,1,8,6,4,Other,Tier 2,Hybrid
866,62,43324,4.5,2,3.0,7,1,7,19,141485,146052,7,4,7,6,4,7,3,2,9,10,5,Female,Tier 2,Hybrid
867,56,49261,4.9,1,0.5,10,10,9,4,78805,139528,10,5,3,1,5,7,7,5,9,10,7,Female,Tier 2,Hybrid
868,44,46215,4.3,7,1.7,1,5,10,13,95969,128958,8,6,9,1,10,8,5,6,4,4,9,Other,Tier 1,Hybrid
869,45,88606,3.3,13,2.3,7,7,25,4,48819,110268,6,5,1,2,7,6,10,10,6,4,1,Male,Tier 3,Online
870,61,243082,2.3,3,0.9,3,5,5,14,112745,125900,8,5,7,3,6,10,2,7,1,2,2,Male,Tier 2,Store
871,63,72384,1.6,15,5.8,9,5,17,16,102276,16220,1,9,1,2,8,10,9,7,8,8,9,Male,Tier 1,Hybrid
872,23,110643,7.1,15,5.7,8,1,29,8,117446,35865,7,5,3,7,2,3,2,3,1,4,9,Female,Tier 1,Hybrid
873,65,270988,4.4,7,2.2,10,7,27,17,13107,121401,9,6,3,6,5,9,3,5,3,2,9,Other,Tier 1,Hybrid
874,50,190026,10.6,6,4.8,5,1,1,13,67206,80585,6,5,8,6,3,4,2,2,3,4,3,Other,Tier 2,Store
875,36,277558,8.3,10,4.5,2,8,14,12,54575,64173,5,3,8,3,1,4,9,9,7,3,2,Female,Tier 2,Hybrid
876,63,26614,8.0,1,4.8,2,10,25,12,65233,11432,5,6,4,1,7,10,4,6,9,9,3,Female,Tier 3,Hybrid
877,32,193551,10.2,15,2.0,1,2,16,2,104397,115985,8,9,5,9,2,7,6,3,5,5,5,Other,Tier 2,Online
878,34,157304,5.4,14,3.3,9,6,22,2,125047,57501,8,9,2,1,6,4,10,2,3,9,8,Other,Tier 3,Online
879,60,153932,10.6,12,2.4,10,10,18,13,138831,135371,3,10,1,5,6,8,10,3,8,2,5,Female,Tier 3,Hybrid
880,26,153060,4.8,1,4.9,10,9,23,12,66726,46382,5,3,4,9,4,10,8,3,9,4,4,Other,Tier 1,Hybrid
881,27,79102,11.8,11,3.4,1,7,29,5,149025,55573,3,9,9,1,10,9,4,3,3,2,1,Male,Tier 1,Online
882,29,140596,2.5,1,0.3,9,7,14,13,99958,30545,1,1,9,10,9,8,7,2,1,9,2,Female,Tier 1,Hybrid
883,41,221177,9.7,5,0.6,4,9,9,10,64454,22795,10,9,1,8,5,7,9,3,4,6,5,Female,Tier 3,Hybrid
884,38,71200,0.9,4,4.5,1,8,26,12,48309,1419,6,5,6,10,7,8,2,6,1,1,7,Female,Tier 3,Hybrid
885,42,241292,3.6,2,0.3,7,6,9,2,24170,59428,5,1,8,9,6,2,7,10,10,5,10,Female,Tier 1,Hybrid
886,51,27887,4.7,9,4.6,7,7,17,6,77623,145717,3,7,9,10,10,10,7,3,7,10,8,Male,Tier 3,Hybrid
887,32,247252,6.9,9,5.4,10,2,15,16,127717,19544,6,1,6,10,7,3,6,8,2,10,8,Female,Tier 1,Hybrid
888,62,144123,2.0,2,1.0,6,8,27,20,137333,147056,3,7,1,5,2,9,1,10,6,3,2,Female,Tier 2,Hybrid
889,39,287647,4.1,2,2.9,8,5,22,2,36667,128499,5,7,10,3,2,2,9,9,3,5,2,Other,Tier 3,Online
890,55,231189,11.3,7,1.7,3,3,19,15,88126,134777,10,2,8,1,5,6,5,3,2,9,6,Other,Tier 2,Hybrid
891,41,274859,10.1,1,2.0,9,3,0,18,37602,33616,6,8,1,10,1,1,2,7,4,6,7,Female,Tier 1,Store
892,47,110008,2.9,3,1.8,8,3,16,5,147298,86509,5,1,1,2,8,9,9,3,3,5,8,Male,Tier 1,Online
893,26,240035,1.3,15,3.3,6,1,15,2,15944,92625,9,1,2,2,10,6,1,10,3,8,2,Other,Tier 1,Hybrid
894,38,117480,5.4,12,5.3,6,4,30,14,14456,149794,3,4,1,1,8,2,7,10,6,1,1,Female,Tier 2,Hybrid
895,62,65415,10.6,10,4.8,9,6,22,9,60007,37422,10,9,8,7,10,9,10,4,7,6,3,Other,Tier 2,Hybrid
896,35,267577,9.3,7,5.1,2,10,25,16,37528,124791,4,5,9,2,4,2,1,5,6,1,3,Female,Tier 3,Hybrid
897,60,231435,3.1,3,0.6,5,4,28,11,115279,67617,9,4,6,3,7,9,1,7,5,9,7,Male,Tier 3,Hybrid
898,45,254778,2.7,9,1.5,5,5,29,17,132458,51678,9,5,3,6,4,7,5,7,3,9,1,Female,Tier 2,Hybrid
899,21,253578,9.9,15,1.8,1,7,11,14,88465,92889,2,6,7,3,4,10,3,1,10,1,9,Female,Tier 2,Hybrid
900,24,42284,6.2,12,2.0,1,10,3,7,26643,22345,2,8,9,7,2,10,1,3,6,5,8,Other,Tier 2,Hybrid
901,21,112876,2.4,1,2.6,10,6,29,7,83108,70767,2,3,1,2,3,3,8,6,10,6,1,Male,Tier 1,Hybrid
902,44,46620,1.4,2,2.2,3,6,30,20,68560,115883,10,6,1,8,5,1,8,2,8,4,3,Female,Tier 3,Hybrid
903,53,45961,11.2,12,4.5,6,1,29,7,17739,13120,1,7,5,10,4,5,1,4,10,2,1,Female,Tier 2,Hybrid
904,26,36479,10.6,7,0.5,10,5,2,2,142781,79114,10,2,4,6,10,10,3,9,6,6,4,Female,Tier 3,Hybrid
905,54,198503,2.2,6,2.4,1,1,13,15,149763,3920,1,7,10,7,9,1,2,9,7,8,8,Female,Tier 1,Hybrid
906,67,146686,12.0,9,1.7,3,4,21,6,149994,76253,5,10,6,4,1,1,7,8,8,7,3,Female,Tier 2,Hybrid
907,18,134277,2.3,6,5.0,2,8,6,12,82578,67373,3,7,3,5,2,8,9,5,3,10,1,Other,Tier 1,Hybrid
908,60,98355,3.0,4,2.0,2,2,0,1,10942,111060,1,6,4,1,9,9,7,9,5,4,1,Male,Tier 1,Hybrid
909,23,221340,5.0,4,4.8,10,1,9,10,120178,88077,10,9,9,8,6,10,3,2,3,10,10,Female,Tier 2,Hybrid
910,28,227220,1.0,14,1.6,3,1,28,4,120450,97504,6,9,3,2,5,8,8,1,10,3,1,Female,Tier 1,Online
911,23,200487,10.2,4,4.3,9,1,5,6,113601,44605,2,10,3,2,6,9,2,9,10,8,1,Other,Tier 2,Hybrid
912,54,69525,5.5,13,0.8,7,4,17,11,87614,144741,9,2,10,6,10,8,8,3,2,7,9,Other,Tier 1,Hybrid
913,63,46394,9.1,13,2.2,4,8,17,19,57109,18107,9,7,10,3,9,10,8,3,9,5,6,Female,Tier 1,Hybrid
914,60,70318,11.9,3,1.2,8,3,0,1,47065,144993,4,10,5,9,3,4,3,3,1,5,2,Female,Tier 2,Hybrid
915,49,166151,8.0,12,1.0,9,2,2,13,94846,51954,1,3,1,3,1,4,1,5,3,4,3,Male,Tier 3,Store
916,46,281109,4.6,15,0.9,2,4,11,6,11360,34747,9,2,7,6,1,7,5,7,4,1,1,Female,Tier 3,Hybrid
917,68,141010,11.3,8,2.9,6,7,28,18,25653,141341,4,3,2,1,3,10,2,7,2,8,5,Female,Tier 3,Hybrid
918,20,103425,7.2,9,1.5,1,5,7,17,72827,18032,10,7,7,3,3,10,2,4,2,7,8,Male,Tier 3,Hybrid
919,21,212357,5.2,15,2.3,7,7,14,1,100944,61807,7,3,2,10,9,7,6,6,1,5,10,Female,Tier 2,Hybrid
920,37,38967,5.6,7,2.5,4,5,19,6,59408,149280,7,6,1,5,10,7,3,8,4,3,3,Female,Tier 1,Hybrid
921,45,81588,1.5,3,1.7,7,3,29,10,145938,84533,5,3,2,9,9,1,9,8,10,10,2,Other,Tier 3,Hybrid
922,44,97342,7.9,12,2.0,2,10,18,12,69619,58329,4,9,6,4,3,5,8,3,6,1,6,Other,Tier 1,Hybrid
923,32,148724,3.5,4,5.7,1,4,2,2,96403,139174,8,7,1,6,5,6,8,7,10,5,8,Female,Tier 2,Hybrid
924,43,160640,8.8,15,5.5,6,4,11,7,114948,97681,10,8,5,7,7,10,9,7,2,7,4,Female,Tier 1,Hybrid
925,23,112842,4.4,6,0.3,1,10,10,19,80807,133681,2,6,3,7,10,3,6,6,10,7,7,Female,Tier 2,Hybrid
926,29,79161,10.3,4,0.3,5,3,7,11,31606,70150,3,7,2,5,1,5,9,10,4,4,3,Female,Tier 1,Hybrid
927,37,186060,10.7,4,4.4,1,8,18,13,58174,120535,4,2,1,1,9,2,8,9,6,3,3,Male,Tier 1,Hybrid
928,41,254164,1.6,15,3.4,6,3,6,11,73732,46694,7,9,8,5,5,8,1,2,8,4,3,Other,Tier 3,Hybrid
929,19,297367,5.2,6,5.3,3,4,28,14,121820,119242,3,10,7,7,6,7,4,4,8,1,2,Female,Tier 1,Hybrid
930,59,44453,11.1,11,4.3,3,8,29,17,16984,6945,6,6,9,1,1,1,3,8,3,3,2,Female,Tier 1,Hybrid
931,38,262805,8.1,4,0.9,1,10,9,7,32853,57546,7,9,2,8,3,1,4,2,4,7,10,Female,Tier 2,Hybrid
932,63,100831,6.5,7,1.2,1,10,20,5,127545,65021,6,3,6,10,6,4,4,3,3,3,8,Male,Tier 3,Online
933,57,119669,10.8,10,3.7,1,5,11,15,58711,93309,4,3,4,7,7,2,9,6,1,8,7,Male,Tier 1,Hybrid
934,53,260708,1.0,3,2.5,8,2,24,16,42022,52903,7,1,2,1,8,2,3,7,2,6,9,Male,Tier 3,Hybrid
935,61,115884,8.6,14,3.1,7,5,17,8,106022,125929,4,6,8,5,3,3,4,4,3,3,3,Other,Tier 3,Hybrid
936,19,75642,9.2,5,1.7,3,6,17,18,40944,48769,3,6,7,1,7,3,10,6,4,6,1,Female,Tier 1,Hybrid
937,58,271023,10.4,4,0.6,2,9,1,8,104523,129416,5,2,4,1,8,6,4,9,5,2,9,Female,Tier 1,Hybrid
938,18,57610,3.0,7,1.2,1,9,25,9,105173,60593,10,8,6,7,2,6,5,8,1,6,6,Female,Tier 3,Hybrid
939,22,111372,11.3,11,0.6,2,7,23,8,19379,20814,10,6,6,7,5,1,10,2,10,7,10,Male,Tier 3,Hybrid
940,38,256380,6.8,6,4.9,1,8,25,0,36436,5260,5,3,7,3,1,2,10,8,2,3,2,Male,Tier 2,Online
941,22,125793,7.1,13,4.4,10,7,14,17,149012,119488,7,1,10,9,8,4,2,3,7,8,8,Male,Tier 1,Hybrid
942,69,117189,2.0,11,2.5,1,8,30,10,139545,140685,10,8,9,7,6,4,4,10,5,4,2,Other,Tier 1,Hybrid
943,58,220399,4.3,4,0.4,9,10,20,10,48128,61625,2,3,1,3,2,10,2,6,1,6,8,Female,Tier 2,Hybrid
944,36,259125,9.7,5,3.0,1,1,4,13,147631,122204,7,5,5,9,7,8,7,5,10,8,10,Female,Tier 2,Store
945,23,240090,9.9,7,5.4,7,1,8,10,9157,6543,7,4,6,6,4,8,4,1,10,7,5,Other,Tier 2,Hybrid
946,57,117764,11.6,8,0.7,10,6,4,18,100155,58889,6,4,1,6,10,8,1,3,6,6,2,Male,Tier 3,Store
947,28,262573,5.3,4,2.7,4,2,27,10,76516,137999,10,9,10,6,10,7,6,5,7,7,4,Female,Tier 2,Hybrid
948,66,157219,10.6,15,1.9,4,5,22,8,19634,80546,10,2,7,10,10,10,4,10,4,5,5,Other,Tier 2,Hybrid
949,36,138706,7.1,5,5.3,5,1,16,17,45415,38800,4,1,10,6,9,7,3,10,8,4,10,Other,Tier 3,Hybrid
950,59,293880,7.2,15,1.8,4,3,3,0,117296,34339,1,3,2,8,1,8,6,5,9,6,4,Female,Tier 3,Hybrid
951,63,236425,4.8,8,4.8,3,3,1,7,3163,11748,5,5,10,7,5,7,2,3,10,4,10,Male,Tier 1,Hybrid
952,27,206526,1.7,13,0.9,8,6,27,12,93885,139112,10,7,4,6,10,6,8,1,9,7,2,Other,Tier 3,Hybrid
953,31,56062,3.5,6,3.4,4,5,22,10,104452,102182,4,2,2,4,9,9,6,1,4,5,3,Male,Tier 2,Hybrid
954,28,91162,0.9,4,1.3,8,5,5,8,107081,55002,2,1,5,4,8,10,7,9,7,9,1,Male,Tier 3,Hybrid
955,68,184517,8.7,15,1.0,5,7,24,18,13639,40605,2,8,8,5,2,8,5,4,1,5,4,Female,Tier 1,Hybrid
956,27,139737,6.7,13,5.0,1,3,5,17,73987,111157,7,6,3,8,6,3,4,4,3,9,3,Other,Tier 1,Store
957,18,91456,0.7,6,2.5,2,4,6,0,60720,6258,4,4,5,7,8,8,2,2,7,8,6,Male,Tier 2,Hybrid
958,45,94445,9.4,10,3.7,6,4,28,1,45997,73374,6,4,1,2,3,4,10,9,5,8,3,Male,Tier 1,Online
959,31,162005,8.7,13,1.0,3,9,9,14,18352,4795,2,8,3,3,3,5,1,6,1,8,7,Female,Tier 3,Hybrid
960,52,262519,8.9,2,5.0,8,8,10,8,109006,28253,10,10,3,5,1,7,6,9,4,9,8,Male,Tier 3,Hybrid
961,48,97771,4.4,14,5.6,3,3,10,19,11012,90478,7,7,9,5,5,9,3,4,8,4,4,Female,Tier 3,Hybrid
962,67,60007,9.6,2,1.0,2,1,3,16,120533,135114,1,4,6,9,7,10,1,2,8,1,8,Female,Tier 3,Store
963,20,138245,7.4,6,0.8,10,10,8,11,47214,83950,2,8,2,3,3,3,8,7,5,4,4,Other,Tier 2,Hybrid
964,29,105747,0.7,14,1.9,3,2,12,5,99297,84517,5,10,7,4,4,1,9,4,4,5,5,Female,Tier 2,Hybrid
965,19,179767,6.3,9,3.1,10,10,29,10,3578,71531,8,1,3,1,6,10,7,9,6,2,10,Female,Tier 1,Hybrid
966,68,254983,6.2,10,4.3,3,7,13,20,55341,42432,10,6,7,4,5,3,8,8,8,6,3,Male,Tier 2,Hybrid
967,54,100536,0.7,2,5.3,6,9,2,4,35580,7781,6,10,3,3,10,5,2,2,6,7,4,Male,Tier 1,Hybrid
968,55,186590,4.1,11,4.3,7,4,13,7,121944,40914,7,3,10,5,3,1,7,7,2,6,5,Other,Tier 3,Hybrid
969,19,198070,1.6,4,4.4,4,9,24,1,11931,71963,10,9,4,3,2,2,3,3,2,3,2,Female,Tier 3,Online
970,36,288100,8.1,15,0.9,6,9,4,13,142959,109855,9,8,7,5,1,2,10,2,9,6,5,Other,Tier 3,Store
971,21,224190,4.1,5,4.6,1,1,25,12,47072,149926,9,8,8,9,8,4,6,9,6,7,7,Female,Tier 2,Hybrid
972,65,182944,9.4,2,3.7,3,4,9,5,29805,37438,7,3,3,2,4,3,1,5,2,1,5,Male,Tier 3,Hybrid
973,34,298867,3.0,2,1.8,8,9,29,18,29838,24105,8,10,8,3,7,10,10,10,10,5,10,Other,Tier 3,Hybrid
974,24,104349,6.4,4,0.8,9,1,1,7,113743,111189,7,1,3,1,1,1,6,4,3,9,6,Male,Tier 3,Hybrid
975,43,118855,10.5,1,2.1,1,6,25,5,71318,64534,9,4,9,1,6,9,3,7,10,3,10,Other,Tier 1,Online
976,21,256507,5.1,12,2.7,8,7,29,7,60042,46980,9,4,9,10,7,4,4,8,7,2,9,Female,Tier 3,Hybrid
977,25,231020,2.5,8,0.8,7,9,9,3,715,19999,4,3,9,3,4,4,10,3,2,9,9,Other,Tier 1,Hybrid
978,40,117955,5.8,10,4.4,2,9,15,10,5686,106946,8,8,7,2,1,7,6,10,3,1,9,Other,Tier 1,Hybrid
979,59,159670,3.3,2,3.8,8,10,14,13,31112,121255,9,2,6,10,7,10,9,4,9,5,6,Other,Tier 2,Hybrid
980,29,28722,11.9,14,4.4,7,7,11,12,140449,101287,3,10,6,10,2,3,6,8,4,5,10,Other,Tier 3,Hybrid
981,54,105200,4.4,4,3.7,7,1,24,14,78582,36283,10,10,1,8,5,8,3,10,7,7,10,Female,Tier 1,Hybrid
982,66,249571,7.1,7,3.0,9,1,17,19,120374,80976,8,5,9,6,10,10,5,7,5,2,9,Male,Tier 3,Hybrid
983,69,284276,10.2,2,2.6,4,5,26,14,136549,90510,4,7,10,9,9,2,7,5,10,9,1,Female,Tier 2,Hybrid
984,38,25178,9.6,3,4.0,9,7,28,0,86133,45300,2,1,3,7,3,8,1,7,7,5,9,Other,Tier 1,Online
985,19,113921,3.6,14,1.7,9,2,24,7,642,146325,9,10,9,4,1,6,8,5,9,9,4,Other,Tier 3,Hybrid
986,65,268369,3.5,14,4.5,2,9,11,13,62513,4319,3,8,6,1,1,1,4,1,6,7,7,Male,Tier 3,Hybrid
987,67,206589,7.9,1,5.5,6,7,9,3,146765,68935,10,4,8,9,5,7,8,10,1,9,8,Other,Tier 1,Hybrid
988,59,82031,6.6,3,2.6,1,1,3,20,53989,112626,6,2,1,4,5,5,5,5,3,10,10,Male,Tier 2,Store
989,48,163790,8.2,7,3.4,7,6,5,9,10623,99545,3,3,2,6,6,10,10,7,8,3,6,Female,Tier 1,Hybrid
990,29,114791,1.9,1,2.1,4,5,14,0,68295,131284,5,8,7,5,9,5,6,6,10,4,10,Female,Tier 2,Hybrid
991,28,70535,10.3,14,1.5,4,6,0,15,21952,36460,5,6,6,4,2,3,10,1,1,4,7,Male,Tier 3,Store
992,29,67922,11.2,2,5.6,8,4,29,20,38035,121955,8,3,7,5,9,9,4,10,6,9,6,Other,Tier 3,Hybrid
993,38,190248,2.5,10,4.1,3,6,4,10,27082,106951,2,9,6,8,6,10,2,8,2,1,6,Male,Tier 3,Hybrid
994,58,44727,4.7,10,0.7,8,8,9,8,124131,60877,6,4,6,3,5,8,9,5,2,8,2,Female,Tier 3,Hybrid
995,37,260890,2.8,5,5.1,10,4,1,10,61151,128512,9,9,1,4,4,2,9,4,7,2,2,Other,Tier 1,Hybrid
996,33,293240,11.1,3,2.7,1,9,15,16,140733,46396,9,2,6,3,8,9,8,4,1,5,9,Female,Tier 1,Hybrid
997,38,52817,4.1,2,2.8,5,7,10,6,86335,59856,8,9,1,2,9,10,2,6,7,8,4,Female,Tier 2,Hybrid
998,42,280342,1.5,8,2.8,7,3,18,12,17619,81867,4,4,7,3,10,10,10,5,7,7,5,Female,Tier 1,Hybrid
999,57,35200,8.4,2,0.5,10,9,10,15,60236,4946,9,4,6,3,2,2,9,10,7,9,5,Female,Tier 1,Hybrid
1000,59,174564,5.0,12,5.6,9,5,19,19,120515,97679,8,3,9,6,8,6,10,6,9,3,9,Other,Tier 1,Hybrid
